precinct;gender;nationality;marital_status;num
3;Женский;Чуваши;Вдовцы/вдовы;0
3;Женский;Хивинцы;Вдовцы/вдовы;0
3;Женский;Кроаты;Вдовцы/вдовы;0
3;Женский;Осетины;Вдовцы/вдовы;0
3;Женский;Сербы;Вдовцы/вдовы;0
3;Женский;Норвежцы;Вдовцы/вдовы;0
3;Женский;Датчане;Вдовцы/вдовы;0
3;Женский;Румыны;Вдовцы/вдовы;0
3;Женский;Черногорцы;Вдовцы/вдовы;0
3;Женский;Зыряне;Вдовцы/вдовы;0
3;Женский;Эстонцы;Вдовцы/вдовы;0
3;Женский;Черемисы;Вдовцы/вдовы;0
3;Женский;Литвины;Вдовцы/вдовы;0
4;Женский;Русские;Вдовцы/вдовы;1167
4;Женский;Татары;Вдовцы/вдовы;8
4;Женский;Армяне;Вдовцы/вдовы;81
4;Женский;Евреи;Вдовцы/вдовы;2
4;Женский;Немцы;Вдовцы/вдовы;2
4;Женский;Персы;Вдовцы/вдовы;1
4;Женский;Поляки;Вдовцы/вдовы;9
4;Женский;Туркмены;Вдовцы/вдовы;0
4;Женский;Киргизы;Вдовцы/вдовы;0
4;Женский;Калмыки;Вдовцы/вдовы;0
4;Женский;Мордвины;Вдовцы/вдовы;0
4;Женский;Финны;Вдовцы/вдовы;0
4;Женский;Греки;Вдовцы/вдовы;0
4;Женский;Шведы;Вдовцы/вдовы;0
4;Женский;Грузины;Вдовцы/вдовы;0
4;Женский;Белоруссы;Вдовцы/вдовы;1
4;Женский;Черкесы;Вдовцы/вдовы;0
4;Женский;Французы;Вдовцы/вдовы;1
4;Женский;Словаки;Вдовцы/вдовы;0
4;Женский;Латыши;Вдовцы/вдовы;0
4;Женский;Чехи;Вдовцы/вдовы;0
4;Женский;Англичане;Вдовцы/вдовы;0
4;Женский;Лезгины;Вдовцы/вдовы;0
4;Женский;Чуваши;Вдовцы/вдовы;0
4;Женский;Хивинцы;Вдовцы/вдовы;0
4;Женский;Кроаты;Вдовцы/вдовы;0
4;Женский;Осетины;Вдовцы/вдовы;0
4;Женский;Сербы;Вдовцы/вдовы;0
4;Женский;Норвежцы;Вдовцы/вдовы;0
4;Женский;Датчане;Вдовцы/вдовы;0
4;Женский;Румыны;Вдовцы/вдовы;0
4;Женский;Черногорцы;Вдовцы/вдовы;0
4;Женский;Зыряне;Вдовцы/вдовы;0
4;Женский;Эстонцы;Вдовцы/вдовы;0
4;Женский;Черемисы;Вдовцы/вдовы;0
4;Женский;Литвины;Вдовцы/вдовы;0
5;Женский;Русские;Вдовцы/вдовы;660
5;Женский;Татары;Вдовцы/вдовы;187
5;Женский;Армяне;Вдовцы/вдовы;292
5;Женский;Евреи;Вдовцы/вдовы;2
5;Женский;Немцы;Вдовцы/вдовы;13
5;Женский;Персы;Вдовцы/вдовы;42
5;Женский;Поляки;Вдовцы/вдовы;8
5;Женский;Туркмены;Вдовцы/вдовы;0
5;Женский;Киргизы;Вдовцы/вдовы;1
5;Женский;Калмыки;Вдовцы/вдовы;0
5;Женский;Мордвины;Вдовцы/вдовы;0
5;Женский;Финны;Вдовцы/вдовы;0
5;Женский;Греки;Вдовцы/вдовы;0
5;Женский;Шведы;Вдовцы/вдовы;0
5;Женский;Грузины;Вдовцы/вдовы;3
5;Женский;Белоруссы;Вдовцы/вдовы;1
5;Женский;Черкесы;Вдовцы/вдовы;0
5;Женский;Французы;Вдовцы/вдовы;0
5;Женский;Словаки;Вдовцы/вдовы;0
5;Женский;Латыши;Вдовцы/вдовы;0
5;Женский;Чехи;Вдовцы/вдовы;0
5;Женский;Англичане;Вдовцы/вдовы;0
5;Женский;Лезгины;Вдовцы/вдовы;0
5;Женский;Чуваши;Вдовцы/вдовы;0
5;Женский;Хивинцы;Вдовцы/вдовы;0
5;Женский;Кроаты;Вдовцы/вдовы;0
5;Женский;Осетины;Вдовцы/вдовы;0
5;Женский;Сербы;Вдовцы/вдовы;0
5;Женский;Норвежцы;Вдовцы/вдовы;0
5;Женский;Датчане;Вдовцы/вдовы;0
5;Женский;Румыны;Вдовцы/вдовы;0
5;Женский;Черногорцы;Вдовцы/вдовы;0
5;Женский;Зыряне;Вдовцы/вдовы;0
5;Женский;Эстонцы;Вдовцы/вдовы;0
5;Женский;Черемисы;Вдовцы/вдовы;0
5;Женский;Литвины;Вдовцы/вдовы;0
6;Женский;Русские;Вдовцы/вдовы;1066
6;Женский;Татары;Вдовцы/вдовы;246
6;Женский;Армяне;Вдовцы/вдовы;5
6;Женский;Евреи;Вдовцы/вдовы;4
6;Женский;Немцы;Вдовцы/вдовы;2
6;Женский;Персы;Вдовцы/вдовы;4
6;Женский;Поляки;Вдовцы/вдовы;4
6;Женский;Туркмены;Вдовцы/вдовы;10
6;Женский;Киргизы;Вдовцы/вдовы;0
6;Женский;Калмыки;Вдовцы/вдовы;0
6;Женский;Мордвины;Вдовцы/вдовы;0
6;Женский;Финны;Вдовцы/вдовы;0
6;Женский;Греки;Вдовцы/вдовы;0
6;Женский;Шведы;Вдовцы/вдовы;1
6;Женский;Грузины;Вдовцы/вдовы;0
6;Женский;Белоруссы;Вдовцы/вдовы;0
6;Женский;Черкесы;Вдовцы/вдовы;0
6;Женский;Французы;Вдовцы/вдовы;0
6;Женский;Словаки;Вдовцы/вдовы;0
6;Женский;Латыши;Вдовцы/вдовы;0
6;Женский;Чехи;Вдовцы/вдовы;0
6;Женский;Англичане;Вдовцы/вдовы;0
6;Женский;Лезгины;Вдовцы/вдовы;0
6;Женский;Чуваши;Вдовцы/вдовы;0
6;Женский;Хивинцы;Вдовцы/вдовы;0
6;Женский;Кроаты;Вдовцы/вдовы;0
6;Женский;Осетины;Вдовцы/вдовы;0
6;Женский;Сербы;Вдовцы/вдовы;0
6;Женский;Норвежцы;Вдовцы/вдовы;0
6;Женский;Датчане;Вдовцы/вдовы;0
6;Женский;Румыны;Вдовцы/вдовы;0
6;Женский;Черногорцы;Вдовцы/вдовы;0
6;Женский;Зыряне;Вдовцы/вдовы;0
6;Женский;Эстонцы;Вдовцы/вдовы;0
6;Женский;Черемисы;Вдовцы/вдовы;0
6;Женский;Литвины;Вдовцы/вдовы;1
1;Мужской;Русские;Разведенные;10
1;Мужской;Татары;Разведенные;0
1;Мужской;Армяне;Разведенные;0
1;Мужской;Евреи;Разведенные;0
1;Мужской;Немцы;Разведенные;0
1;Мужской;Персы;Разведенные;0
1;Мужской;Поляки;Разведенные;0
1;Мужской;Туркмены;Разведенные;0
1;Мужской;Киргизы;Разведенные;0
1;Мужской;Калмыки;Разведенные;0
1;Мужской;Мордвины;Разведенные;0
1;Мужской;Финны;Разведенные;0
1;Мужской;Греки;Разведенные;1
1;Мужской;Шведы;Разведенные;0
1;Мужской;Грузины;Разведенные;0
1;Мужской;Белоруссы;Разведенные;0
1;Мужской;Черкесы;Разведенные;0
1;Мужской;Французы;Разведенные;0
1;Мужской;Словаки;Разведенные;0
1;Мужской;Латыши;Разведенные;0
1;Мужской;Чехи;Разведенные;0
1;Мужской;Англичане;Разведенные;0
1;Мужской;Лезгины;Разведенные;0
1;Мужской;Чуваши;Разведенные;0
1;Мужской;Хивинцы;Разведенные;0
1;Мужской;Кроаты;Разведенные;0
1;Мужской;Осетины;Разведенные;0
1;Мужской;Сербы;Разведенные;0
1;Мужской;Норвежцы;Разведенные;0
1;Мужской;Датчане;Разведенные;0
1;Мужской;Румыны;Разведенные;0
1;Мужской;Черногорцы;Разведенные;0
1;Мужской;Зыряне;Разведенные;0
1;Мужской;Эстонцы;Разведенные;0
1;Мужской;Черемисы;Разведенные;0
1;Мужской;Литвины;Разведенные;0
2;Мужской;Русские;Разведенные;2
2;Мужской;Татары;Разведенные;0
2;Мужской;Армяне;Разведенные;3
2;Мужской;Евреи;Разведенные;3
2;Мужской;Немцы;Разведенные;0
2;Мужской;Персы;Разведенные;0
2;Мужской;Поляки;Разведенные;0
2;Мужской;Туркмены;Разведенные;0
2;Мужской;Киргизы;Разведенные;0
2;Мужской;Калмыки;Разведенные;0
2;Мужской;Мордвины;Разведенные;0
2;Мужской;Финны;Разведенные;0
2;Мужской;Греки;Разведенные;0
2;Мужской;Шведы;Разведенные;0
2;Мужской;Грузины;Разведенные;0
2;Мужской;Белоруссы;Разведенные;0
2;Мужской;Черкесы;Разведенные;0
2;Мужской;Французы;Разведенные;0
2;Мужской;Словаки;Разведенные;0
2;Мужской;Латыши;Разведенные;0
2;Мужской;Чехи;Разведенные;0
2;Мужской;Англичане;Разведенные;0
2;Мужской;Лезгины;Разведенные;0
2;Мужской;Чуваши;Разведенные;0
2;Мужской;Хивинцы;Разведенные;0
2;Мужской;Кроаты;Разведенные;0
2;Мужской;Осетины;Разведенные;0
2;Мужской;Сербы;Разведенные;0
2;Мужской;Норвежцы;Разведенные;0
2;Мужской;Датчане;Разведенные;0
2;Мужской;Румыны;Разведенные;0
2;Мужской;Черногорцы;Разведенные;0
2;Мужской;Зыряне;Разведенные;0
2;Мужской;Эстонцы;Разведенные;0
2;Мужской;Черемисы;Разведенные;0
2;Мужской;Литвины;Разведенные;0
3;Мужской;Русские;Разведенные;11
3;Мужской;Татары;Разведенные;0
3;Мужской;Армяне;Разведенные;0
3;Мужской;Евреи;Разведенные;0
3;Мужской;Немцы;Разведенные;0
3;Мужской;Персы;Разведенные;0
3;Мужской;Поляки;Разведенные;0
3;Мужской;Туркмены;Разведенные;0
3;Мужской;Киргизы;Разведенные;0
3;Мужской;Калмыки;Разведенные;0
3;Мужской;Мордвины;Разведенные;0
3;Мужской;Финны;Разведенные;0
3;Мужской;Греки;Разведенные;0
3;Мужской;Шведы;Разведенные;0
3;Мужской;Грузины;Разведенные;0
3;Мужской;Белоруссы;Разведенные;0
3;Мужской;Черкесы;Разведенные;0
3;Мужской;Французы;Разведенные;0
3;Мужской;Словаки;Разведенные;0
3;Мужской;Латыши;Разведенные;0
3;Мужской;Чехи;Разведенные;0
3;Мужской;Англичане;Разведенные;0
3;Мужской;Лезгины;Разведенные;0
3;Мужской;Чуваши;Разведенные;0
3;Мужской;Хивинцы;Разведенные;0
3;Мужской;Кроаты;Разведенные;0
3;Мужской;Осетины;Разведенные;0
3;Мужской;Сербы;Разведенные;0
3;Мужской;Норвежцы;Разведенные;0
3;Мужской;Датчане;Разведенные;0
3;Мужской;Румыны;Разведенные;0
3;Мужской;Черногорцы;Разведенные;0
3;Мужской;Зыряне;Разведенные;0
3;Мужской;Эстонцы;Разведенные;0
3;Мужской;Черемисы;Разведенные;0
3;Мужской;Литвины;Разведенные;0
4;Мужской;Русские;Разведенные;9
4;Мужской;Татары;Разведенные;0
4;Мужской;Армяне;Разведенные;1
4;Мужской;Евреи;Разведенные;0
4;Мужской;Немцы;Разведенные;0
4;Мужской;Персы;Разведенные;0
4;Мужской;Поляки;Разведенные;1
4;Мужской;Туркмены;Разведенные;0
4;Мужской;Киргизы;Разведенные;0
4;Мужской;Калмыки;Разведенные;0
4;Мужской;Мордвины;Разведенные;0
4;Мужской;Финны;Разведенные;0
4;Мужской;Греки;Разведенные;0
4;Мужской;Шведы;Разведенные;0
4;Мужской;Грузины;Разведенные;0
4;Мужской;Белоруссы;Разведенные;0
4;Мужской;Черкесы;Разведенные;0
4;Мужской;Французы;Разведенные;0
4;Мужской;Словаки;Разведенные;0
4;Мужской;Латыши;Разведенные;0
4;Мужской;Чехи;Разведенные;0
4;Мужской;Англичане;Разведенные;0
4;Мужской;Лезгины;Разведенные;0
4;Мужской;Чуваши;Разведенные;0
4;Мужской;Хивинцы;Разведенные;0
4;Мужской;Кроаты;Разведенные;0
4;Мужской;Осетины;Разведенные;0
4;Мужской;Сербы;Разведенные;0
4;Мужской;Норвежцы;Разведенные;0
4;Мужской;Датчане;Разведенные;0
4;Мужской;Румыны;Разведенные;0
4;Мужской;Черногорцы;Разведенные;0
4;Мужской;Зыряне;Разведенные;0
4;Мужской;Эстонцы;Разведенные;0
4;Мужской;Черемисы;Разведенные;0
4;Мужской;Литвины;Разведенные;0
5;Мужской;Русские;Разведенные;15
5;Мужской;Татары;Разведенные;3
5;Мужской;Армяне;Разведенные;1
5;Мужской;Евреи;Разведенные;0
5;Мужской;Немцы;Разведенные;0
5;Мужской;Персы;Разведенные;0
5;Мужской;Поляки;Разведенные;0
5;Мужской;Туркмены;Разведенные;0
5;Мужской;Киргизы;Разведенные;0
5;Мужской;Калмыки;Разведенные;0
5;Мужской;Мордвины;Разведенные;0
5;Мужской;Финны;Разведенные;0
5;Мужской;Греки;Разведенные;0
5;Мужской;Шведы;Разведенные;0
5;Мужской;Грузины;Разведенные;0
5;Мужской;Белоруссы;Разведенные;0
5;Мужской;Черкесы;Разведенные;0
5;Мужской;Французы;Разведенные;0
5;Мужской;Словаки;Разведенные;0
5;Мужской;Латыши;Разведенные;0
5;Мужской;Чехи;Разведенные;0
5;Мужской;Англичане;Разведенные;0
5;Мужской;Лезгины;Разведенные;0
5;Мужской;Чуваши;Разведенные;0
5;Мужской;Хивинцы;Разведенные;0
5;Мужской;Кроаты;Разведенные;0
5;Мужской;Осетины;Разведенные;0
5;Мужской;Сербы;Разведенные;0
5;Мужской;Норвежцы;Разведенные;0
5;Мужской;Датчане;Разведенные;0
5;Мужской;Румыны;Разведенные;0
5;Мужской;Черногорцы;Разведенные;0
5;Мужской;Зыряне;Разведенные;0
5;Мужской;Эстонцы;Разведенные;0
5;Мужской;Черемисы;Разведенные;0
5;Мужской;Литвины;Разведенные;0
6;Мужской;Русские;Разведенные;8
6;Мужской;Татары;Разведенные;2
6;Мужской;Армяне;Разведенные;0
6;Мужской;Евреи;Разведенные;0
6;Мужской;Немцы;Разведенные;0
6;Мужской;Персы;Разведенные;0
6;Мужской;Поляки;Разведенные;0
6;Мужской;Туркмены;Разведенные;0
6;Мужской;Киргизы;Разведенные;0
6;Мужской;Калмыки;Разведенные;0
6;Мужской;Мордвины;Разведенные;0
6;Мужской;Финны;Разведенные;0
6;Мужской;Греки;Разведенные;0
6;Мужской;Шведы;Разведенные;0
6;Мужской;Грузины;Разведенные;0
6;Мужской;Белоруссы;Разведенные;0
6;Мужской;Черкесы;Разведенные;0
6;Мужской;Французы;Разведенные;0
6;Мужской;Словаки;Разведенные;0
6;Мужской;Латыши;Разведенные;0
6;Мужской;Чехи;Разведенные;0
6;Мужской;Англичане;Разведенные;0
6;Мужской;Лезгины;Разведенные;0
6;Мужской;Чуваши;Разведенные;0
6;Мужской;Хивинцы;Разведенные;0
6;Мужской;Кроаты;Разведенные;0
6;Мужской;Осетины;Разведенные;0
6;Мужской;Сербы;Разведенные;0
6;Мужской;Норвежцы;Разведенные;0
6;Мужской;Датчане;Разведенные;0
6;Мужской;Румыны;Разведенные;0
6;Мужской;Черногорцы;Разведенные;0
6;Мужской;Зыряне;Разведенные;0
6;Мужской;Эстонцы;Разведенные;0
6;Мужской;Черемисы;Разведенные;0
6;Мужской;Литвины;Разведенные;0
1;Женский;Русские;Разведенные;12
1;Женский;Татары;Разведенные;0
1;Женский;Армяне;Разведенные;0
1;Женский;Евреи;Разведенные;1
1;Женский;Немцы;Разведенные;0
1;Женский;Персы;Разведенные;0
1;Женский;Поляки;Разведенные;0
1;Женский;Туркмены;Разведенные;0
1;Женский;Киргизы;Разведенные;0
1;Женский;Калмыки;Разведенные;0
1;Женский;Мордвины;Разведенные;0
1;Женский;Финны;Разведенные;0
1;Женский;Греки;Разведенные;0
1;Женский;Шведы;Разведенные;0
1;Женский;Грузины;Разведенные;0
1;Женский;Белоруссы;Разведенные;0
1;Женский;Черкесы;Разведенные;0
1;Женский;Французы;Разведенные;0
1;Женский;Словаки;Разведенные;0
1;Женский;Латыши;Разведенные;0
1;Женский;Чехи;Разведенные;0
1;Женский;Англичане;Разведенные;0
1;Женский;Лезгины;Разведенные;0
1;Женский;Чуваши;Разведенные;0
1;Женский;Хивинцы;Разведенные;0
1;Женский;Кроаты;Разведенные;0
1;Женский;Осетины;Разведенные;0
1;Женский;Сербы;Разведенные;0
1;Женский;Норвежцы;Разведенные;0
1;Женский;Датчане;Разведенные;0
1;Женский;Румыны;Разведенные;0
1;Женский;Черногорцы;Разведенные;0
1;Женский;Зыряне;Разведенные;0
1;Женский;Эстонцы;Разведенные;0
1;Женский;Черемисы;Разведенные;0
1;Женский;Литвины;Разведенные;0
2;Женский;Русские;Разведенные;7
2;Женский;Татары;Разведенные;0
2;Женский;Армяне;Разведенные;3
2;Женский;Евреи;Разведенные;7
2;Женский;Немцы;Разведенные;0
2;Женский;Персы;Разведенные;0
2;Женский;Поляки;Разведенные;1
2;Женский;Туркмены;Разведенные;0
2;Женский;Киргизы;Разведенные;0
2;Женский;Калмыки;Разведенные;0
2;Женский;Мордвины;Разведенные;0
2;Женский;Финны;Разведенные;0
2;Женский;Греки;Разведенные;0
2;Женский;Шведы;Разведенные;0
2;Женский;Грузины;Разведенные;0
2;Женский;Белоруссы;Разведенные;0
2;Женский;Черкесы;Разведенные;0
2;Женский;Французы;Разведенные;0
2;Женский;Словаки;Разведенные;0
2;Женский;Латыши;Разведенные;0
2;Женский;Чехи;Разведенные;0
2;Женский;Англичане;Разведенные;0
2;Женский;Лезгины;Разведенные;0
2;Женский;Чуваши;Разведенные;0
2;Женский;Хивинцы;Разведенные;0
2;Женский;Кроаты;Разведенные;0
2;Женский;Осетины;Разведенные;0
2;Женский;Сербы;Разведенные;0
2;Женский;Норвежцы;Разведенные;0
2;Женский;Датчане;Разведенные;0
2;Женский;Румыны;Разведенные;0
2;Женский;Черногорцы;Разведенные;0
2;Женский;Зыряне;Разведенные;0
2;Женский;Эстонцы;Разведенные;0
2;Женский;Черемисы;Разведенные;0
2;Женский;Литвины;Разведенные;0
3;Женский;Русские;Разведенные;16
3;Женский;Татары;Разведенные;0
3;Женский;Армяне;Разведенные;0
3;Женский;Евреи;Разведенные;0
3;Женский;Немцы;Разведенные;1
3;Женский;Персы;Разведенные;0
3;Женский;Поляки;Разведенные;0
3;Женский;Туркмены;Разведенные;0
3;Женский;Киргизы;Разведенные;0
3;Женский;Калмыки;Разведенные;0
3;Женский;Мордвины;Разведенные;0
3;Женский;Финны;Разведенные;0
3;Женский;Греки;Разведенные;0
3;Женский;Шведы;Разведенные;0
3;Женский;Грузины;Разведенные;0
3;Женский;Белоруссы;Разведенные;0
3;Женский;Черкесы;Разведенные;0
3;Женский;Французы;Разведенные;0
3;Женский;Словаки;Разведенные;0
3;Женский;Латыши;Разведенные;0
3;Женский;Чехи;Разведенные;0
3;Женский;Англичане;Разведенные;0
3;Женский;Лезгины;Разведенные;0
3;Женский;Чуваши;Разведенные;0
3;Женский;Хивинцы;Разведенные;0
3;Женский;Кроаты;Разведенные;0
3;Женский;Осетины;Разведенные;0
3;Женский;Сербы;Разведенные;0
3;Женский;Норвежцы;Разведенные;0
3;Женский;Датчане;Разведенные;0
3;Женский;Румыны;Разведенные;0
3;Женский;Черногорцы;Разведенные;0
3;Женский;Зыряне;Разведенные;0
3;Женский;Эстонцы;Разведенные;0
3;Женский;Черемисы;Разведенные;0
3;Женский;Литвины;Разведенные;0
4;Женский;Русские;Разведенные;21
4;Женский;Татары;Разведенные;0
4;Женский;Армяне;Разведенные;1
4;Женский;Евреи;Разведенные;0
4;Женский;Немцы;Разведенные;1
4;Женский;Персы;Разведенные;0
4;Женский;Поляки;Разведенные;0
4;Женский;Туркмены;Разведенные;0
4;Женский;Киргизы;Разведенные;0
4;Женский;Калмыки;Разведенные;0
4;Женский;Мордвины;Разведенные;0
4;Женский;Финны;Разведенные;0
4;Женский;Греки;Разведенные;0
4;Женский;Шведы;Разведенные;0
4;Женский;Грузины;Разведенные;0
4;Женский;Белоруссы;Разведенные;0
4;Женский;Черкесы;Разведенные;0
4;Женский;Французы;Разведенные;0
4;Женский;Словаки;Разведенные;0
4;Женский;Латыши;Разведенные;0
4;Женский;Чехи;Разведенные;0
4;Женский;Англичане;Разведенные;0
4;Женский;Лезгины;Разведенные;0
4;Женский;Чуваши;Разведенные;0
4;Женский;Хивинцы;Разведенные;0
4;Женский;Кроаты;Разведенные;0
4;Женский;Осетины;Разведенные;0
4;Женский;Сербы;Разведенные;0
4;Женский;Норвежцы;Разведенные;0
4;Женский;Датчане;Разведенные;0
4;Женский;Румыны;Разведенные;0
4;Женский;Черногорцы;Разведенные;0
4;Женский;Зыряне;Разведенные;0
4;Женский;Эстонцы;Разведенные;0
4;Женский;Черемисы;Разведенные;0
4;Женский;Литвины;Разведенные;0
5;Женский;Русские;Разведенные;13
5;Женский;Татары;Разведенные;4
5;Женский;Армяне;Разведенные;3
5;Женский;Евреи;Разведенные;0
5;Женский;Немцы;Разведенные;1
5;Женский;Персы;Разведенные;0
5;Женский;Поляки;Разведенные;0
5;Женский;Туркмены;Разведенные;0
5;Женский;Киргизы;Разведенные;0
5;Женский;Калмыки;Разведенные;0
5;Женский;Мордвины;Разведенные;0
5;Женский;Финны;Разведенные;0
5;Женский;Греки;Разведенные;0
5;Женский;Шведы;Разведенные;0
5;Женский;Грузины;Разведенные;0
5;Женский;Белоруссы;Разведенные;0
5;Женский;Черкесы;Разведенные;0
5;Женский;Французы;Разведенные;0
5;Женский;Словаки;Разведенные;0
5;Женский;Латыши;Разведенные;0
5;Женский;Чехи;Разведенные;0
5;Женский;Англичане;Разведенные;0
5;Женский;Лезгины;Разведенные;0
5;Женский;Чуваши;Разведенные;0
5;Женский;Хивинцы;Разведенные;0
5;Женский;Кроаты;Разведенные;0
5;Женский;Осетины;Разведенные;0
5;Женский;Сербы;Разведенные;0
5;Женский;Норвежцы;Разведенные;0
5;Женский;Датчане;Разведенные;0
5;Женский;Румыны;Разведенные;0
5;Женский;Черногорцы;Разведенные;0
5;Женский;Зыряне;Разведенные;0
5;Женский;Эстонцы;Разведенные;0
5;Женский;Черемисы;Разведенные;0
5;Женский;Литвины;Разведенные;0
6;Женский;Русские;Разведенные;10
6;Женский;Татары;Разведенные;2
6;Женский;Армяне;Разведенные;0
6;Женский;Евреи;Разведенные;0
6;Женский;Немцы;Разведенные;0
6;Женский;Персы;Разведенные;0
6;Женский;Поляки;Разведенные;0
6;Женский;Туркмены;Разведенные;0
6;Женский;Киргизы;Разведенные;0
6;Женский;Калмыки;Разведенные;0
6;Женский;Мордвины;Разведенные;0
6;Женский;Финны;Разведенные;0
6;Женский;Греки;Разведенные;0
6;Женский;Шведы;Разведенные;0
6;Женский;Грузины;Разведенные;0
6;Женский;Белоруссы;Разведенные;0
6;Женский;Черкесы;Разведенные;0
6;Женский;Французы;Разведенные;0
6;Женский;Словаки;Разведенные;0
6;Женский;Латыши;Разведенные;0
6;Женский;Чехи;Разведенные;0
6;Женский;Англичане;Разведенные;0
6;Женский;Лезгины;Разведенные;0
6;Женский;Чуваши;Разведенные;0
6;Женский;Хивинцы;Разведенные;0
6;Женский;Кроаты;Разведенные;0
6;Женский;Осетины;Разведенные;0
6;Женский;Сербы;Разведенные;0
6;Женский;Норвежцы;Разведенные;0
6;Женский;Датчане;Разведенные;0
6;Женский;Румыны;Разведенные;0
6;Женский;Черногорцы;Разведенные;0
6;Женский;Зыряне;Разведенные;0
6;Женский;Эстонцы;Разведенные;0
6;Женский;Черемисы;Разведенные;0
6;Женский;Литвины;Разведенные;0
