precinct;gender;nationality;marital_status;num
5;Мужской;Датчане;Женатые/замужние;0
5;Мужской;Румыны;Женатые/замужние;0
5;Мужской;Черногорцы;Женатые/замужние;0
5;Мужской;Зыряне;Женатые/замужние;0
5;Мужской;Эстонцы;Женатые/замужние;0
5;Мужской;Черемисы;Женатые/замужние;0
5;Мужской;Литвины;Женатые/замужние;1
6;Мужской;Русские;Женатые/замужние;3595
6;Мужской;Татары;Женатые/замужние;1172
6;Мужской;Армяне;Женатые/замужние;9
6;Мужской;Евреи;Женатые/замужние;13
6;Мужской;Немцы;Женатые/замужние;47
6;Мужской;Персы;Женатые/замужние;5
6;Мужской;Поляки;Женатые/замужние;13
6;Мужской;Туркмены;Женатые/замужние;44
6;Мужской;Киргизы;Женатые/замужние;9
6;Мужской;Калмыки;Женатые/замужние;0
6;Мужской;Мордвины;Женатые/замужние;1
6;Мужской;Финны;Женатые/замужние;1
6;Мужской;Греки;Женатые/замужние;1
6;Мужской;Шведы;Женатые/замужние;3
6;Мужской;Грузины;Женатые/замужние;0
6;Мужской;Белоруссы;Женатые/замужние;3
6;Мужской;Черкесы;Женатые/замужние;0
6;Мужской;Французы;Женатые/замужние;0
6;Мужской;Словаки;Женатые/замужние;0
6;Мужской;Латыши;Женатые/замужние;1
6;Мужской;Чехи;Женатые/замужние;1
6;Мужской;Англичане;Женатые/замужние;0
6;Мужской;Лезгины;Женатые/замужние;3
6;Мужской;Чуваши;Женатые/замужние;0
6;Мужской;Хивинцы;Женатые/замужние;0
6;Мужской;Кроаты;Женатые/замужние;0
6;Мужской;Осетины;Женатые/замужние;0
6;Мужской;Сербы;Женатые/замужние;0
6;Мужской;Норвежцы;Женатые/замужние;0
6;Мужской;Датчане;Женатые/замужние;0
6;Мужской;Румыны;Женатые/замужние;0
6;Мужской;Черногорцы;Женатые/замужние;0
6;Мужской;Зыряне;Женатые/замужние;0
6;Мужской;Эстонцы;Женатые/замужние;0
6;Мужской;Черемисы;Женатые/замужние;0
6;Мужской;Литвины;Женатые/замужние;2
1;Женский;Русские;Женатые/замужние;1633
1;Женский;Татары;Женатые/замужние;29
1;Женский;Армяне;Женатые/замужние;29
1;Женский;Евреи;Женатые/замужние;29
1;Женский;Немцы;Женатые/замужние;21
1;Женский;Персы;Женатые/замужние;0
1;Женский;Поляки;Женатые/замужние;9
1;Женский;Туркмены;Женатые/замужние;0
1;Женский;Киргизы;Женатые/замужние;0
1;Женский;Калмыки;Женатые/замужние;0
1;Женский;Мордвины;Женатые/замужние;3
1;Женский;Финны;Женатые/замужние;0
1;Женский;Греки;Женатые/замужние;1
1;Женский;Шведы;Женатые/замужние;2
1;Женский;Грузины;Женатые/замужние;0
1;Женский;Белоруссы;Женатые/замужние;0
1;Женский;Черкесы;Женатые/замужние;0
1;Женский;Французы;Женатые/замужние;0
1;Женский;Словаки;Женатые/замужние;0
1;Женский;Латыши;Женатые/замужние;0
1;Женский;Чехи;Женатые/замужние;0
1;Женский;Англичане;Женатые/замужние;0
1;Женский;Лезгины;Женатые/замужние;0
1;Женский;Чуваши;Женатые/замужние;1
1;Женский;Хивинцы;Женатые/замужние;0
1;Женский;Кроаты;Женатые/замужние;0
1;Женский;Осетины;Женатые/замужние;0
1;Женский;Сербы;Женатые/замужние;0
1;Женский;Норвежцы;Женатые/замужние;0
1;Женский;Датчане;Женатые/замужние;0
1;Женский;Румыны;Женатые/замужние;0
1;Женский;Черногорцы;Женатые/замужние;0
1;Женский;Зыряне;Женатые/замужние;0
1;Женский;Эстонцы;Женатые/замужние;0
1;Женский;Черемисы;Женатые/замужние;0
1;Женский;Литвины;Женатые/замужние;0
2;Женский;Русские;Женатые/замужние;1202
2;Женский;Татары;Женатые/замужние;63
2;Женский;Армяне;Женатые/замужние;141
2;Женский;Евреи;Женатые/замужние;252
2;Женский;Немцы;Женатые/замужние;52
2;Женский;Персы;Женатые/замужние;3
2;Женский;Поляки;Женатые/замужние;28
2;Женский;Туркмены;Женатые/замужние;0
2;Женский;Киргизы;Женатые/замужние;0
2;Женский;Калмыки;Женатые/замужние;0
2;Женский;Мордвины;Женатые/замужние;0
2;Женский;Финны;Женатые/замужние;2
2;Женский;Греки;Женатые/замужние;1
2;Женский;Шведы;Женатые/замужние;1
2;Женский;Грузины;Женатые/замужние;1
2;Женский;Белоруссы;Женатые/замужние;1
2;Женский;Черкесы;Женатые/замужние;0
2;Женский;Французы;Женатые/замужние;0
2;Женский;Словаки;Женатые/замужние;1
2;Женский;Латыши;Женатые/замужние;0
2;Женский;Чехи;Женатые/замужние;0
2;Женский;Англичане;Женатые/замужние;0
2;Женский;Лезгины;Женатые/замужние;0
2;Женский;Чуваши;Женатые/замужние;0
2;Женский;Хивинцы;Женатые/замужние;0
2;Женский;Кроаты;Женатые/замужние;0
2;Женский;Осетины;Женатые/замужние;0
2;Женский;Сербы;Женатые/замужние;0
2;Женский;Норвежцы;Женатые/замужние;0
2;Женский;Датчане;Женатые/замужние;0
2;Женский;Румыны;Женатые/замужние;0
2;Женский;Черногорцы;Женатые/замужние;0
2;Женский;Зыряне;Женатые/замужние;0
2;Женский;Эстонцы;Женатые/замужние;0
2;Женский;Черемисы;Женатые/замужние;0
2;Женский;Литвины;Женатые/замужние;0
3;Женский;Русские;Женатые/замужние;4165
3;Женский;Татары;Женатые/замужние;80
3;Женский;Армяне;Женатые/замужние;9
3;Женский;Евреи;Женатые/замужние;11
3;Женский;Немцы;Женатые/замужние;47
3;Женский;Персы;Женатые/замужние;1
3;Женский;Поляки;Женатые/замужние;12
3;Женский;Туркмены;Женатые/замужние;0
3;Женский;Киргизы;Женатые/замужние;0
3;Женский;Калмыки;Женатые/замужние;0
3;Женский;Мордвины;Женатые/замужние;5
3;Женский;Финны;Женатые/замужние;3
3;Женский;Греки;Женатые/замужние;1
3;Женский;Шведы;Женатые/замужние;0
3;Женский;Грузины;Женатые/замужние;2
3;Женский;Белоруссы;Женатые/замужние;0
3;Женский;Черкесы;Женатые/замужние;0
3;Женский;Французы;Женатые/замужние;0
3;Женский;Словаки;Женатые/замужние;0
3;Женский;Латыши;Женатые/замужние;0
3;Женский;Чехи;Женатые/замужние;0
3;Женский;Англичане;Женатые/замужние;0
3;Женский;Лезгины;Женатые/замужние;0
3;Женский;Чуваши;Женатые/замужние;0
3;Женский;Хивинцы;Женатые/замужние;0
3;Женский;Кроаты;Женатые/замужние;0
3;Женский;Осетины;Женатые/замужние;0
3;Женский;Сербы;Женатые/замужние;0
3;Женский;Норвежцы;Женатые/замужние;0
3;Женский;Датчане;Женатые/замужние;0
3;Женский;Румыны;Женатые/замужние;0
3;Женский;Черногорцы;Женатые/замужние;0
3;Женский;Зыряне;Женатые/замужние;0
3;Женский;Эстонцы;Женатые/замужние;0
3;Женский;Черемисы;Женатые/замужние;0
3;Женский;Литвины;Женатые/замужние;0
4;Женский;Русские;Женатые/замужние;2608
4;Женский;Татары;Женатые/замужние;124
4;Женский;Армяне;Женатые/замужние;97
4;Женский;Евреи;Женатые/замужние;15
4;Женский;Немцы;Женатые/замужние;46
4;Женский;Персы;Женатые/замужние;1
4;Женский;Поляки;Женатые/замужние;27
4;Женский;Туркмены;Женатые/замужние;0
4;Женский;Киргизы;Женатые/замужние;0
4;Женский;Калмыки;Женатые/замужние;0
4;Женский;Мордвины;Женатые/замужние;0
4;Женский;Финны;Женатые/замужние;0
4;Женский;Греки;Женатые/замужние;1
4;Женский;Шведы;Женатые/замужние;0
4;Женский;Грузины;Женатые/замужние;0
4;Женский;Белоруссы;Женатые/замужние;0
4;Женский;Черкесы;Женатые/замужние;0
4;Женский;Французы;Женатые/замужние;1
4;Женский;Словаки;Женатые/замужние;0
4;Женский;Латыши;Женатые/замужние;0
4;Женский;Чехи;Женатые/замужние;0
4;Женский;Англичане;Женатые/замужние;0
4;Женский;Лезгины;Женатые/замужние;0
4;Женский;Чуваши;Женатые/замужние;0
4;Женский;Хивинцы;Женатые/замужние;0
4;Женский;Кроаты;Женатые/замужние;0
4;Женский;Осетины;Женатые/замужние;0
4;Женский;Сербы;Женатые/замужние;0
4;Женский;Норвежцы;Женатые/замужние;0
4;Женский;Датчане;Женатые/замужние;0
4;Женский;Румыны;Женатые/замужние;0
4;Женский;Черногорцы;Женатые/замужние;0
4;Женский;Зыряне;Женатые/замужние;0
4;Женский;Эстонцы;Женатые/замужние;0
4;Женский;Черемисы;Женатые/замужние;0
4;Женский;Литвины;Женатые/замужние;0
5;Женский;Русские;Женатые/замужние;2063
5;Женский;Татары;Женатые/замужние;1242
5;Женский;Армяне;Женатые/замужние;398
5;Женский;Евреи;Женатые/замужние;26
5;Женский;Немцы;Женатые/замужние;102
5;Женский;Персы;Женатые/замужние;118
5;Женский;Поляки;Женатые/замужние;13
5;Женский;Туркмены;Женатые/замужние;4
5;Женский;Киргизы;Женатые/замужние;6
5;Женский;Калмыки;Женатые/замужние;0
5;Женский;Мордвины;Женатые/замужние;0
5;Женский;Финны;Женатые/замужние;0
5;Женский;Греки;Женатые/замужние;0
5;Женский;Шведы;Женатые/замужние;0
5;Женский;Грузины;Женатые/замужние;2
5;Женский;Белоруссы;Женатые/замужние;0
5;Женский;Черкесы;Женатые/замужние;0
5;Женский;Французы;Женатые/замужние;0
5;Женский;Словаки;Женатые/замужние;0
5;Женский;Латыши;Женатые/замужние;0
5;Женский;Чехи;Женатые/замужние;0
5;Женский;Англичане;Женатые/замужние;1
5;Женский;Лезгины;Женатые/замужние;0
5;Женский;Чуваши;Женатые/замужние;0
5;Женский;Хивинцы;Женатые/замужние;1
5;Женский;Кроаты;Женатые/замужние;0
5;Женский;Осетины;Женатые/замужние;0
5;Женский;Сербы;Женатые/замужние;0
5;Женский;Норвежцы;Женатые/замужние;0
5;Женский;Датчане;Женатые/замужние;0
5;Женский;Румыны;Женатые/замужние;0
5;Женский;Черногорцы;Женатые/замужние;0
5;Женский;Зыряне;Женатые/замужние;0
5;Женский;Эстонцы;Женатые/замужние;0
5;Женский;Черемисы;Женатые/замужние;0
5;Женский;Литвины;Женатые/замужние;2
6;Женский;Русские;Женатые/замужние;3493
6;Женский;Татары;Женатые/замужние;1123
6;Женский;Армяне;Женатые/замужние;9
6;Женский;Евреи;Женатые/замужние;14
6;Женский;Немцы;Женатые/замужние;48
6;Женский;Персы;Женатые/замужние;3
6;Женский;Поляки;Женатые/замужние;11
6;Женский;Туркмены;Женатые/замужние;39
6;Женский;Киргизы;Женатые/замужние;5
6;Женский;Калмыки;Женатые/замужние;0
6;Женский;Мордвины;Женатые/замужние;1
6;Женский;Финны;Женатые/замужние;2
6;Женский;Греки;Женатые/замужние;0
6;Женский;Шведы;Женатые/замужние;3
6;Женский;Грузины;Женатые/замужние;0
6;Женский;Белоруссы;Женатые/замужние;0
6;Женский;Черкесы;Женатые/замужние;0
6;Женский;Французы;Женатые/замужние;1
6;Женский;Словаки;Женатые/замужние;0
6;Женский;Латыши;Женатые/замужние;0
6;Женский;Чехи;Женатые/замужние;0
6;Женский;Англичане;Женатые/замужние;0
6;Женский;Лезгины;Женатые/замужние;0
6;Женский;Чуваши;Женатые/замужние;0
6;Женский;Хивинцы;Женатые/замужние;0
6;Женский;Кроаты;Женатые/замужние;0
6;Женский;Осетины;Женатые/замужние;0
6;Женский;Сербы;Женатые/замужние;0
6;Женский;Норвежцы;Женатые/замужние;0
6;Женский;Датчане;Женатые/замужние;0
6;Женский;Румыны;Женатые/замужние;0
6;Женский;Черногорцы;Женатые/замужние;0
6;Женский;Зыряне;Женатые/замужние;0
6;Женский;Эстонцы;Женатые/замужние;0
6;Женский;Черемисы;Женатые/замужние;0
6;Женский;Литвины;Женатые/замужние;1
1;Мужской;Русские;Вдовцы/вдовы;306
1;Мужской;Татары;Вдовцы/вдовы;5
1;Мужской;Армяне;Вдовцы/вдовы;3
1;Мужской;Евреи;Вдовцы/вдовы;2
1;Мужской;Немцы;Вдовцы/вдовы;2
1;Мужской;Персы;Вдовцы/вдовы;0
1;Мужской;Поляки;Вдовцы/вдовы;2
1;Мужской;Туркмены;Вдовцы/вдовы;0
1;Мужской;Киргизы;Вдовцы/вдовы;0
1;Мужской;Калмыки;Вдовцы/вдовы;1
1;Мужской;Мордвины;Вдовцы/вдовы;0
1;Мужской;Финны;Вдовцы/вдовы;0
1;Мужской;Греки;Вдовцы/вдовы;0
1;Мужской;Шведы;Вдовцы/вдовы;1
1;Мужской;Грузины;Вдовцы/вдовы;0
1;Мужской;Белоруссы;Вдовцы/вдовы;0
1;Мужской;Черкесы;Вдовцы/вдовы;0
1;Мужской;Французы;Вдовцы/вдовы;0
1;Мужской;Словаки;Вдовцы/вдовы;0
1;Мужской;Латыши;Вдовцы/вдовы;0
1;Мужской;Чехи;Вдовцы/вдовы;1
1;Мужской;Англичане;Вдовцы/вдовы;0
1;Мужской;Лезгины;Вдовцы/вдовы;0
1;Мужской;Чуваши;Вдовцы/вдовы;0
1;Мужской;Хивинцы;Вдовцы/вдовы;0
1;Мужской;Кроаты;Вдовцы/вдовы;0
1;Мужской;Осетины;Вдовцы/вдовы;0
1;Мужской;Сербы;Вдовцы/вдовы;0
1;Мужской;Норвежцы;Вдовцы/вдовы;0
1;Мужской;Датчане;Вдовцы/вдовы;0
1;Мужской;Румыны;Вдовцы/вдовы;0
1;Мужской;Черногорцы;Вдовцы/вдовы;0
1;Мужской;Зыряне;Вдовцы/вдовы;0
1;Мужской;Эстонцы;Вдовцы/вдовы;0
1;Мужской;Черемисы;Вдовцы/вдовы;0
1;Мужской;Литвины;Вдовцы/вдовы;0
2;Мужской;Русские;Вдовцы/вдовы;107
2;Мужской;Татары;Вдовцы/вдовы;6
2;Мужской;Армяне;Вдовцы/вдовы;9
2;Мужской;Евреи;Вдовцы/вдовы;18
2;Мужской;Немцы;Вдовцы/вдовы;2
2;Мужской;Персы;Вдовцы/вдовы;3
2;Мужской;Поляки;Вдовцы/вдовы;3
2;Мужской;Туркмены;Вдовцы/вдовы;0
2;Мужской;Киргизы;Вдовцы/вдовы;0
2;Мужской;Калмыки;Вдовцы/вдовы;0
2;Мужской;Мордвины;Вдовцы/вдовы;0
2;Мужской;Финны;Вдовцы/вдовы;0
2;Мужской;Греки;Вдовцы/вдовы;0
2;Мужской;Шведы;Вдовцы/вдовы;0
2;Мужской;Грузины;Вдовцы/вдовы;0
2;Мужской;Белоруссы;Вдовцы/вдовы;0
2;Мужской;Черкесы;Вдовцы/вдовы;0
2;Мужской;Французы;Вдовцы/вдовы;0
2;Мужской;Словаки;Вдовцы/вдовы;0
2;Мужской;Латыши;Вдовцы/вдовы;0
2;Мужской;Чехи;Вдовцы/вдовы;0
2;Мужской;Англичане;Вдовцы/вдовы;0
2;Мужской;Лезгины;Вдовцы/вдовы;0
2;Мужской;Чуваши;Вдовцы/вдовы;0
2;Мужской;Хивинцы;Вдовцы/вдовы;0
2;Мужской;Кроаты;Вдовцы/вдовы;0
2;Мужской;Осетины;Вдовцы/вдовы;0
2;Мужской;Сербы;Вдовцы/вдовы;0
2;Мужской;Норвежцы;Вдовцы/вдовы;0
2;Мужской;Датчане;Вдовцы/вдовы;0
2;Мужской;Румыны;Вдовцы/вдовы;0
2;Мужской;Черногорцы;Вдовцы/вдовы;0
2;Мужской;Зыряне;Вдовцы/вдовы;0
2;Мужской;Эстонцы;Вдовцы/вдовы;0
2;Мужской;Черемисы;Вдовцы/вдовы;0
2;Мужской;Литвины;Вдовцы/вдовы;0
3;Мужской;Русские;Вдовцы/вдовы;365
3;Мужской;Татары;Вдовцы/вдовы;11
3;Мужской;Армяне;Вдовцы/вдовы;0
3;Мужской;Евреи;Вдовцы/вдовы;0
3;Мужской;Немцы;Вдовцы/вдовы;9
3;Мужской;Персы;Вдовцы/вдовы;0
3;Мужской;Поляки;Вдовцы/вдовы;2
3;Мужской;Туркмены;Вдовцы/вдовы;0
3;Мужской;Киргизы;Вдовцы/вдовы;0
3;Мужской;Калмыки;Вдовцы/вдовы;0
3;Мужской;Мордвины;Вдовцы/вдовы;0
3;Мужской;Финны;Вдовцы/вдовы;0
3;Мужской;Греки;Вдовцы/вдовы;1
3;Мужской;Шведы;Вдовцы/вдовы;0
3;Мужской;Грузины;Вдовцы/вдовы;0
3;Мужской;Белоруссы;Вдовцы/вдовы;0
3;Мужской;Черкесы;Вдовцы/вдовы;0
3;Мужской;Французы;Вдовцы/вдовы;0
3;Мужской;Словаки;Вдовцы/вдовы;0
3;Мужской;Латыши;Вдовцы/вдовы;0
3;Мужской;Чехи;Вдовцы/вдовы;1
3;Мужской;Англичане;Вдовцы/вдовы;0
3;Мужской;Лезгины;Вдовцы/вдовы;0
3;Мужской;Чуваши;Вдовцы/вдовы;1
3;Мужской;Хивинцы;Вдовцы/вдовы;0
3;Мужской;Кроаты;Вдовцы/вдовы;0
3;Мужской;Осетины;Вдовцы/вдовы;0
3;Мужской;Сербы;Вдовцы/вдовы;0
3;Мужской;Норвежцы;Вдовцы/вдовы;0
3;Мужской;Датчане;Вдовцы/вдовы;0
3;Мужской;Румыны;Вдовцы/вдовы;0
3;Мужской;Черногорцы;Вдовцы/вдовы;0
3;Мужской;Зыряне;Вдовцы/вдовы;1
3;Мужской;Эстонцы;Вдовцы/вдовы;0
3;Мужской;Черемисы;Вдовцы/вдовы;0
3;Мужской;Литвины;Вдовцы/вдовы;0
4;Мужской;Русские;Вдовцы/вдовы;200
4;Мужской;Татары;Вдовцы/вдовы;7
4;Мужской;Армяне;Вдовцы/вдовы;16
4;Мужской;Евреи;Вдовцы/вдовы;1
4;Мужской;Немцы;Вдовцы/вдовы;2
4;Мужской;Персы;Вдовцы/вдовы;1
4;Мужской;Поляки;Вдовцы/вдовы;0
4;Мужской;Туркмены;Вдовцы/вдовы;0
4;Мужской;Киргизы;Вдовцы/вдовы;0
4;Мужской;Калмыки;Вдовцы/вдовы;0
4;Мужской;Мордвины;Вдовцы/вдовы;0
4;Мужской;Финны;Вдовцы/вдовы;0
4;Мужской;Греки;Вдовцы/вдовы;1
4;Мужской;Шведы;Вдовцы/вдовы;0
4;Мужской;Грузины;Вдовцы/вдовы;0
4;Мужской;Белоруссы;Вдовцы/вдовы;0
4;Мужской;Черкесы;Вдовцы/вдовы;0
4;Мужской;Французы;Вдовцы/вдовы;0
4;Мужской;Словаки;Вдовцы/вдовы;0
4;Мужской;Латыши;Вдовцы/вдовы;0
4;Мужской;Чехи;Вдовцы/вдовы;0
4;Мужской;Англичане;Вдовцы/вдовы;0
4;Мужской;Лезгины;Вдовцы/вдовы;0
4;Мужской;Чуваши;Вдовцы/вдовы;0
4;Мужской;Хивинцы;Вдовцы/вдовы;0
4;Мужской;Кроаты;Вдовцы/вдовы;0
4;Мужской;Осетины;Вдовцы/вдовы;0
4;Мужской;Сербы;Вдовцы/вдовы;0
4;Мужской;Норвежцы;Вдовцы/вдовы;0
4;Мужской;Датчане;Вдовцы/вдовы;0
4;Мужской;Румыны;Вдовцы/вдовы;0
4;Мужской;Черногорцы;Вдовцы/вдовы;0
4;Мужской;Зыряне;Вдовцы/вдовы;0
4;Мужской;Эстонцы;Вдовцы/вдовы;0
4;Мужской;Черемисы;Вдовцы/вдовы;0
4;Мужской;Литвины;Вдовцы/вдовы;0
5;Мужской;Русские;Вдовцы/вдовы;144
5;Мужской;Татары;Вдовцы/вдовы;38
5;Мужской;Армяне;Вдовцы/вдовы;41
5;Мужской;Евреи;Вдовцы/вдовы;1
5;Мужской;Немцы;Вдовцы/вдовы;4
5;Мужской;Персы;Вдовцы/вдовы;16
5;Мужской;Поляки;Вдовцы/вдовы;2
5;Мужской;Туркмены;Вдовцы/вдовы;0
5;Мужской;Киргизы;Вдовцы/вдовы;0
5;Мужской;Калмыки;Вдовцы/вдовы;0
5;Мужской;Мордвины;Вдовцы/вдовы;0
5;Мужской;Финны;Вдовцы/вдовы;0
5;Мужской;Греки;Вдовцы/вдовы;0
5;Мужской;Шведы;Вдовцы/вдовы;1
5;Мужской;Грузины;Вдовцы/вдовы;1
5;Мужской;Белоруссы;Вдовцы/вдовы;0
5;Мужской;Черкесы;Вдовцы/вдовы;0
5;Мужской;Французы;Вдовцы/вдовы;0
5;Мужской;Словаки;Вдовцы/вдовы;0
5;Мужской;Латыши;Вдовцы/вдовы;1
5;Мужской;Чехи;Вдовцы/вдовы;0
5;Мужской;Англичане;Вдовцы/вдовы;0
5;Мужской;Лезгины;Вдовцы/вдовы;0
5;Мужской;Чуваши;Вдовцы/вдовы;0
5;Мужской;Хивинцы;Вдовцы/вдовы;0
5;Мужской;Кроаты;Вдовцы/вдовы;0
5;Мужской;Осетины;Вдовцы/вдовы;0
5;Мужской;Сербы;Вдовцы/вдовы;0
5;Мужской;Норвежцы;Вдовцы/вдовы;0
5;Мужской;Датчане;Вдовцы/вдовы;0
5;Мужской;Румыны;Вдовцы/вдовы;0
5;Мужской;Черногорцы;Вдовцы/вдовы;0
5;Мужской;Зыряне;Вдовцы/вдовы;0
5;Мужской;Эстонцы;Вдовцы/вдовы;0
5;Мужской;Черемисы;Вдовцы/вдовы;0
5;Мужской;Литвины;Вдовцы/вдовы;0
6;Мужской;Русские;Вдовцы/вдовы;211
6;Мужской;Татары;Вдовцы/вдовы;70
6;Мужской;Армяне;Вдовцы/вдовы;1
6;Мужской;Евреи;Вдовцы/вдовы;0
6;Мужской;Немцы;Вдовцы/вдовы;5
6;Мужской;Персы;Вдовцы/вдовы;0
6;Мужской;Поляки;Вдовцы/вдовы;2
6;Мужской;Туркмены;Вдовцы/вдовы;1
6;Мужской;Киргизы;Вдовцы/вдовы;2
6;Мужской;Калмыки;Вдовцы/вдовы;0
6;Мужской;Мордвины;Вдовцы/вдовы;0
6;Мужской;Финны;Вдовцы/вдовы;0
6;Мужской;Греки;Вдовцы/вдовы;0
6;Мужской;Шведы;Вдовцы/вдовы;0
6;Мужской;Грузины;Вдовцы/вдовы;0
6;Мужской;Белоруссы;Вдовцы/вдовы;0
6;Мужской;Черкесы;Вдовцы/вдовы;0
6;Мужской;Французы;Вдовцы/вдовы;0
6;Мужской;Словаки;Вдовцы/вдовы;1
6;Мужской;Латыши;Вдовцы/вдовы;0
6;Мужской;Чехи;Вдовцы/вдовы;0
6;Мужской;Англичане;Вдовцы/вдовы;0
6;Мужской;Лезгины;Вдовцы/вдовы;0
6;Мужской;Чуваши;Вдовцы/вдовы;0
6;Мужской;Хивинцы;Вдовцы/вдовы;0
6;Мужской;Кроаты;Вдовцы/вдовы;0
6;Мужской;Осетины;Вдовцы/вдовы;0
6;Мужской;Сербы;Вдовцы/вдовы;0
6;Мужской;Норвежцы;Вдовцы/вдовы;0
6;Мужской;Датчане;Вдовцы/вдовы;0
6;Мужской;Румыны;Вдовцы/вдовы;0
6;Мужской;Черногорцы;Вдовцы/вдовы;0
6;Мужской;Зыряне;Вдовцы/вдовы;0
6;Мужской;Эстонцы;Вдовцы/вдовы;0
6;Мужской;Черемисы;Вдовцы/вдовы;0
6;Мужской;Литвины;Вдовцы/вдовы;0
1;Женский;Русские;Вдовцы/вдовы;614
1;Женский;Татары;Вдовцы/вдовы;4
1;Женский;Армяне;Вдовцы/вдовы;6
1;Женский;Евреи;Вдовцы/вдовы;2
1;Женский;Немцы;Вдовцы/вдовы;7
1;Женский;Персы;Вдовцы/вдовы;0
1;Женский;Поляки;Вдовцы/вдовы;0
1;Женский;Туркмены;Вдовцы/вдовы;0
1;Женский;Киргизы;Вдовцы/вдовы;0
1;Женский;Калмыки;Вдовцы/вдовы;0
1;Женский;Мордвины;Вдовцы/вдовы;0
1;Женский;Финны;Вдовцы/вдовы;0
1;Женский;Греки;Вдовцы/вдовы;0
1;Женский;Шведы;Вдовцы/вдовы;0
1;Женский;Грузины;Вдовцы/вдовы;0
1;Женский;Белоруссы;Вдовцы/вдовы;0
1;Женский;Черкесы;Вдовцы/вдовы;0
1;Женский;Французы;Вдовцы/вдовы;0
1;Женский;Словаки;Вдовцы/вдовы;0
1;Женский;Латыши;Вдовцы/вдовы;0
1;Женский;Чехи;Вдовцы/вдовы;0
1;Женский;Англичане;Вдовцы/вдовы;0
1;Женский;Лезгины;Вдовцы/вдовы;0
1;Женский;Чуваши;Вдовцы/вдовы;0
1;Женский;Хивинцы;Вдовцы/вдовы;0
1;Женский;Кроаты;Вдовцы/вдовы;0
1;Женский;Осетины;Вдовцы/вдовы;0
1;Женский;Сербы;Вдовцы/вдовы;0
1;Женский;Норвежцы;Вдовцы/вдовы;0
1;Женский;Датчане;Вдовцы/вдовы;0
1;Женский;Румыны;Вдовцы/вдовы;0
1;Женский;Черногорцы;Вдовцы/вдовы;0
1;Женский;Зыряне;Вдовцы/вдовы;0
1;Женский;Эстонцы;Вдовцы/вдовы;0
1;Женский;Черемисы;Вдовцы/вдовы;0
1;Женский;Литвины;Вдовцы/вдовы;0
2;Женский;Русские;Вдовцы/вдовы;626
2;Женский;Татары;Вдовцы/вдовы;6
2;Женский;Армяне;Вдовцы/вдовы;95
2;Женский;Евреи;Вдовцы/вдовы;38
2;Женский;Немцы;Вдовцы/вдовы;13
2;Женский;Персы;Вдовцы/вдовы;1
2;Женский;Поляки;Вдовцы/вдовы;9
2;Женский;Туркмены;Вдовцы/вдовы;0
2;Женский;Киргизы;Вдовцы/вдовы;0
2;Женский;Калмыки;Вдовцы/вдовы;0
2;Женский;Мордвины;Вдовцы/вдовы;0
2;Женский;Финны;Вдовцы/вдовы;1
2;Женский;Греки;Вдовцы/вдовы;0
2;Женский;Шведы;Вдовцы/вдовы;0
2;Женский;Грузины;Вдовцы/вдовы;1
2;Женский;Белоруссы;Вдовцы/вдовы;0
2;Женский;Черкесы;Вдовцы/вдовы;0
2;Женский;Французы;Вдовцы/вдовы;1
2;Женский;Словаки;Вдовцы/вдовы;0
2;Женский;Латыши;Вдовцы/вдовы;0
2;Женский;Чехи;Вдовцы/вдовы;0
2;Женский;Англичане;Вдовцы/вдовы;0
2;Женский;Лезгины;Вдовцы/вдовы;0
2;Женский;Чуваши;Вдовцы/вдовы;0
2;Женский;Хивинцы;Вдовцы/вдовы;0
2;Женский;Кроаты;Вдовцы/вдовы;0
2;Женский;Осетины;Вдовцы/вдовы;0
2;Женский;Сербы;Вдовцы/вдовы;0
2;Женский;Норвежцы;Вдовцы/вдовы;0
2;Женский;Датчане;Вдовцы/вдовы;0
2;Женский;Румыны;Вдовцы/вдовы;0
2;Женский;Черногорцы;Вдовцы/вдовы;0
2;Женский;Зыряне;Вдовцы/вдовы;0
2;Женский;Эстонцы;Вдовцы/вдовы;0
2;Женский;Черемисы;Вдовцы/вдовы;0
2;Женский;Литвины;Вдовцы/вдовы;0
3;Женский;Русские;Вдовцы/вдовы;1080
3;Женский;Татары;Вдовцы/вдовы;10
3;Женский;Армяне;Вдовцы/вдовы;6
3;Женский;Евреи;Вдовцы/вдовы;2
3;Женский;Немцы;Вдовцы/вдовы;7
3;Женский;Персы;Вдовцы/вдовы;0
3;Женский;Поляки;Вдовцы/вдовы;1
3;Женский;Туркмены;Вдовцы/вдовы;0
3;Женский;Киргизы;Вдовцы/вдовы;0
3;Женский;Калмыки;Вдовцы/вдовы;1
3;Женский;Мордвины;Вдовцы/вдовы;0
3;Женский;Финны;Вдовцы/вдовы;0
3;Женский;Греки;Вдовцы/вдовы;1
3;Женский;Шведы;Вдовцы/вдовы;0
3;Женский;Грузины;Вдовцы/вдовы;0
3;Женский;Белоруссы;Вдовцы/вдовы;0
3;Женский;Черкесы;Вдовцы/вдовы;0
3;Женский;Французы;Вдовцы/вдовы;0
3;Женский;Словаки;Вдовцы/вдовы;0
3;Женский;Латыши;Вдовцы/вдовы;0
3;Женский;Чехи;Вдовцы/вдовы;0
3;Женский;Англичане;Вдовцы/вдовы;0
3;Женский;Лезгины;Вдовцы/вдовы;0
