precinct;gender;nationality;category;num
4;Женский;Поляки;Неграмотные;12
4;Женский;Туркмены;Неграмотные;0
4;Женский;Киргизы;Неграмотные;0
4;Женский;Калмыки;Неграмотные;0
4;Женский;Мордвины;Неграмотные;3
4;Женский;Финны;Неграмотные;0
4;Женский;Греки;Неграмотные;2
4;Женский;Шведы;Неграмотные;0
4;Женский;Грузины;Неграмотные;1
4;Женский;Белоруссы;Неграмотные;1
4;Женский;Французы;Неграмотные;0
4;Женский;Словаки;Неграмотные;1
4;Женский;Латыши;Неграмотные;0
4;Женский;Англичане;Неграмотные;0
4;Женский;Чуваши;Неграмотные;0
4;Женский;Зыряне;Неграмотные;0
4;Женский;Литвины;Неграмотные;0
4;Женский;Хивинцы;Неграмотные;0
3;Женский;Русские;Неграмотные;7078
3;Женский;Татары;Неграмотные;138
3;Женский;Армяне;Неграмотные;13
3;Женский;Евреи;Неграмотные;15
3;Женский;Немцы;Неграмотные;61
3;Женский;Персы;Неграмотные;1
3;Женский;Поляки;Неграмотные;16
3;Женский;Туркмены;Неграмотные;0
3;Женский;Киргизы;Неграмотные;0
3;Женский;Калмыки;Неграмотные;1
3;Женский;Мордвины;Неграмотные;0
3;Женский;Финны;Неграмотные;0
3;Женский;Греки;Неграмотные;0
3;Женский;Шведы;Неграмотные;0
3;Женский;Грузины;Неграмотные;0
3;Женский;Белоруссы;Неграмотные;0
3;Женский;Французы;Неграмотные;0
3;Женский;Словаки;Неграмотные;0
3;Женский;Латыши;Неграмотные;0
3;Женский;Англичане;Неграмотные;0
3;Женский;Чуваши;Неграмотные;0
3;Женский;Зыряне;Неграмотные;1
3;Женский;Литвины;Неграмотные;0
3;Женский;Хивинцы;Неграмотные;0
